Federal Provider Number,Provider Zip Code,Ownership Type,Date First Approved to Provide Medicare and Medicaid services,Overall Rating,Reported RN Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Total Amount of Fines in Dollars,Facility age,Government,Non profit,For profit,Young (<33% Percentile),Medium (33%-66% Percentile),Old (>66% Percentile),4- or 5-Star Overall Rating,3-Star Overall Rating,1- or 2-Star Overall Rating,0.75 RN staffing hours per resident day or higher,Under 0.75 RN staffing hours per resident day ,4.1 nurse staffing hours per resident day or higher,Under 4.1 nurse staffing hours per resident day,No fine,Small fine (1-<Median),Large fine (>=Median),No federal deficiencies,Federal deficiencies,Serious federal deficiencies
395020,15234,Non profit - Corporation,01/01/1967,4,1.24241,4.1592,0,54,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,16,0
525721,54701,Non profit - Corporation,12/24/2015,5,8.99049,11.98302,0,5,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
395936,18472,Non profit - Corporation,09/22/1994,2,0.44205,3.8985,0,26,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,45,1
525591,54665,Non profit - Church related,09/01/1996,2,0.91632,3.44863,232189,24,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,14,8
675119,75149,For profit - Corporation,02/19/1993,1,0.14822,3.60181,0,27,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,31,8
285160,68701,Non profit - Corporation,04/01/1995,5,1.38041,5.09291,0,25,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,8,0
365876,45415,For profit - Corporation,09/01/1992,3,0.59969,3.64191,0,28,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,25,0
555404,92518,Non profit - Corporation,01/05/1990,4,0.34691,3.89657,0,31,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,33,0
525493,53220,For profit - Corporation,08/01/1992,1,0.3758,3.35598,90305,28,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,23,3
515137,25411,For profit - Corporation,12/11/1995,3,0.51703,3.69541,0,25,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,26,0
335017,14850,For profit - Corporation,01/01/1967,1,0.64824,3.61649,0,54,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,43,0
555645,95603,Non profit - Church related,11/01/1995,5,0.26519,3.97071,0,25,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,15,1
395798,17325,For profit - Corporation,08/01/1989,2,0.45553,3.47625,18328,31,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,45,2
675172,77642,Government - City/county,08/30/1993,4,0.28254,3.99361,0,27,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,11,0
675485,79241,For profit - Limited Liability company,05/17/1995,1,0.34607,3.63995,0,25,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,51,0
675670,78408,For profit - Limited Liability company,04/01/1997,5,0.38976,3.76272,100299,23,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,19,2
335407,14526,For profit - Corporation,02/01/1974,3,0.58901,3.73567,0,46,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,20,0
555851,94606,For profit - Partnership,06/27/2008,5,1.79407,6.11206,0,12,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,8,0
525547,53209,For profit - Corporation,07/15/1994,1,0.47116,3.03688,258249,26,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,40,6
365584,45662,For profit - Partnership,08/27/1982,1,0.38417,3.30972,0,38,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,46,1
445362,38556,For profit - Corporation,01/01/1996,4,0.36084,3.32854,0,25,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,8,0
515064,25550,Non profit - Corporation,09/05/1978,2,0.3696,2.91341,0,42,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,39,0
555083,95608,Non profit - Corporation,03/02/1978,5,0.97015,5.31868,0,42,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,20,0
395300,15090,For profit - Partnership,11/24/1972,3,0.8604,2.97146,0,48,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,23,0
455925,78550,For profit - Corporation,07/01/1991,1,0.28607,3.27017,0,29,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,28,0
555667,92840,For profit - Corporation,05/16/1996,5,0.6483,4.66459,0,24,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,36,0
445434,38358,For profit - Limited Liability company,01/01/2002,2,0.3064,2.96911,0,19,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,12,0
675423,77076,Government - Hospital district,10/06/1994,1,0.16295,3.26393,87793,26,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,34,4
675996,78934,For profit - Corporation,12/08/2003,2,0.3643,4.91653,41506,17,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,40,2
315282,07726,For profit - Corporation,07/13/1989,2,0.34075,2.72148,19910,31,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,11,1
455551,79072,Government - Hospital district,08/09/1985,2,0.1252,2.36015,0,35,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,33,0
345386,28659,Non profit - Other,07/09/1991,5,3.98797,7.71347,0,29,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0
676136,78240,For profit - Limited Liability company,04/12/2007,3,0.4503,3.74479,0,13,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,20,0
525516,53593,Government - County,08/01/1993,3,1.26907,5.86697,0,27,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,14,1
335559,11577,For profit - Limited Liability company,07/15/1975,4,0.7928,3.83024,0,45,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,18,0
555574,91311,For profit - Corporation,10/14/1993,1,0.25419,3.66557,10000,27,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,65,3
345558,28711,Government - State,02/20/2013,5,0.88723,4.19931,0,7,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,18,0
505304,98372,For profit - Corporation,08/11/1986,4,1.01495,4.81784,70367,34,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,27,4
345552,27282,For profit - Corporation,07/09/2010,2,0.35061,3.48577,7433,10,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,27,1
455834,75751,Government - Hospital district,09/01/1989,1,0.36053,3.65483,0,31,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,29,0
465125,84107,Non profit - Corporation,05/30/1991,2,0.87517,3.47209,0,29,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,40,1
275012,59405,Non profit - Corporation,01/01/1967,4,1.08576,4.37972,118198,54,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,23,4
33A246,10701,Non profit - Corporation,09/23/1988,5,6.00281,10.25046,0,32,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,2,0
365506,45365,Non profit - Corporation,04/03/1980,4,0.94187,4.27582,0,40,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,19,0
676309,77505,For profit - Corporation,03/12/2012,2,0.17843,3.05968,0,8,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,32,0
345004,27573,For profit - Limited Liability company,01/01/1967,1,0.6956,3.36043,190342,54,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,29,10
455606,76103,Government - Hospital district,11/07/1985,1,0.10381,3.10848,0,35,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,27,0
335322,14843,For profit - Corporation,03/18/1971,2,0.44233,3.31837,0,49,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,20,0
375423,74884,For profit - Corporation,01/14/2003,4,0.24755,3.22546,0,18,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,19,0
345218,28329,For profit - Corporation,10/01/1981,2,0.36495,3.13727,25395,39,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,18,3
305087,03864,For profit - Corporation,07/01/1997,3,0.56176,3.52644,0,23,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,7,0
415051,02905,Non profit - Corporation,07/01/1977,5,1.00483,3.98023,0,43,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,4,0
28E199,69140,Government - Hospital district,03/31/1974,2,0.35182,5.40822,0,46,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,22,0
675103,76651,For profit - Corporation,07/27/1992,4,0.34262,2.98328,0,28,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,2,1
365458,43402,Government - County,04/07/1980,3,0.59457,3.92054,0,40,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,28,0
365626,45305,For profit - Corporation,07/17/1984,1,0.32953,2.98909,0,36,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,55,2
395464,18255,For profit - Corporation,12/01/1979,1,0.33819,3.46018,0,41,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,54,1
335432,11561,For profit - Corporation,11/11/1974,2,1.07531,3.2184,0,46,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,20,0
495377,22901,For profit - Corporation,07/22/2004,3,0.56698,3.16174,0,16,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,50,1
365084,44129,For profit - Corporation,10/05/1970,5,1.24605,5.08998,0,50,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,5,1
396009,19401,For profit - Corporation,09/10/1996,2,0.82885,3.4077,82823,24,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,38,1
395249,18702,For profit - Corporation,10/17/1968,1,0.76032,3.11637,18843,52,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,37,3
525683,53520,For profit - Corporation,08/04/2005,5,1.7207,6.71932,6500,15,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,8,1
455676,78861,For profit - Corporation,11/14/1986,2,0.19423,3.1736,0,34,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,34,0
676365,76087,Government - Hospital district,09/04/2014,1,0.50852,3.44215,0,6,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,19,3
495388,20155,For profit - Corporation,07/12/2006,3,0.79134,3.68789,0,14,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,54,0
525565,53147,For profit - Corporation,05/01/1995,4,0.85496,3.91387,0,25,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,18,1
345302,28779,For profit - Limited Liability company,05/10/1989,2,0.63409,2.98033,1363,31,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,37,0
375438,74135,For profit - Individual,06/15/2003,1,0.26457,3.33582,124747,17,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,33,3
295093,89148,For profit - Corporation,07/13/2015,3,0.67231,4.20346,0,5,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,37,0
335093,11694,For profit - Individual,01/01/1967,2,0.30769,2.77158,0,54,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,20,0
285065,68301,Non profit - Corporation,06/07/1984,5,0.69923,3.58211,0,36,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,11,0
525348,54929,For profit - Limited Liability company,02/01/1984,2,0.30331,3.19948,91487,36,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,39,2
525525,53821,Non profit - Corporation,12/01/1993,1,0.71306,4.12334,0,27,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,17,1
395465,18104,Government - County,02/01/1980,4,0.68547,3.80378,0,40,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,16,0
555711,92501,For profit - Corporation,09/06/1997,3,0.16548,3.92084,0,23,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,40,0
675602,75644,For profit - Limited Liability company,07/09/1996,1,0.26527,2.8361,60861,24,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,44,5
675067,76240,Government - Hospital district,07/23/1992,5,0.35718,3.19316,0,28,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,9,0
335445,10456,For profit - Corporation,03/01/1976,4,0.59544,3.86756,0,44,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,13,0
395895,17754,Non profit - Corporation,04/21/1993,3,0.57906,4.07578,0,27,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,34,0
525574,54914,Government - County,08/01/1995,4,1.10209,3.90664,0,25,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,6,1
445415,37922,For profit - Corporation,10/05/1998,2,1.11194,3.8963,0,22,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,3,3
315057,07876,For profit - Partnership,01/19/1967,5,0.96633,4.34368,3900,54,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,5,0
335383,10522,Non profit - Corporation,02/26/1973,3,0.404,3.59686,0,47,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,16,0
365558,45011,For profit - Corporation,06/16/1981,2,0.47163,3.08121,0,39,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,33,1
365826,44223,For profit - Corporation,03/13/1991,1,0.34148,3.03277,26133,29,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,24,4
315164,07670,For profit - Corporation,08/01/1977,3,0.879,3.61713,0,43,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,12,0
366442,44514,For profit - Individual,05/31/2016,5,0.8212,4.7682,0,4,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,2,0
315402,07630,Non profit - Corporation,12/01/1997,5,1.1021,4.7032,0,23,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,7,0
425384,29303,Government - Hospital district,03/07/2006,5,4.12567,7.51421,19416,14,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,3
555692,95202,Non profit - Corporation,02/01/1997,4,0.66339,4.55138,0,23,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,21,0
676228,78006,Non profit - Corporation,07/01/2009,3,0.83204,4.34015,0,11,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,14,0
375255,73401,For profit - Corporation,05/13/1996,2,0.59256,3.0009,5691,24,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,13,2
345522,28732,For profit - Corporation,01/29/2003,5,0.69373,2.77783,0,17,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,5,0
335156,11520,For profit - Limited Liability company,09/18/1979,2,0.91469,3.8711,54173,41,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,17,1
365407,45853,For profit - Corporation,02/14/1979,5,0.87473,3.5648,0,41,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,10,0
365256,43085,For profit - Corporation,03/18/1971,5,0.52704,3.41852,0,49,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,13,0
525726,54669,Government - County,01/01/2018,5,1.23669,5.87568,0,3,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,9,0
366404,44236,For profit - Corporation,03/19/2013,3,0.76156,3.33885,0,7,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,12,0
345104,27597,For profit - Corporation,09/15/1973,5,0.54155,3.61091,0,47,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,7,0
465152,84790,For profit - Corporation,06/07/2001,2,0.86222,3.72842,28223,19,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,43,3
335701,12309,For profit - Individual,04/05/1989,3,1.60276,4.53503,0,31,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,11,0
275079,59353,Government - County,11/01/1977,4,0.61949,3.41285,0,43,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,11,4
365209,45044,For profit - Individual,10/11/1968,4,0.581,3.71855,0,52,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,24,0
495046,24523,Government - City,05/01/1967,3,0.50012,3.95933,9428,53,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,17,1
675695,77707,Government - Hospital district,07/10/1997,2,0.21249,3.47612,0,23,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,17,0
675406,76661,For profit - Limited Liability company,10/10/1994,5,0.61378,3.73191,0,26,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0
385053,97405,For profit - Corporation,11/01/1980,4,0.83906,4.72148,0,40,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,38,0
465184,84047,For profit - Corporation,04/29/2015,4,0.99232,4.20967,0,5,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,39,1
425018,29640,For profit - Limited Liability company,10/01/1971,3,0.55968,4.02919,0,49,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,15,0
676089,76520,For profit - Corporation,03/01/2006,2,0.2188,3.17617,0,14,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,18,0
675361,77488,For profit - Corporation,07/06/1994,1,0.34678,3.0476,38867,26,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,27,10
676272,78640,For profit - Corporation,02/08/2011,4,0.30342,3.42402,0,9,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,22,0
43A072,57369,Non profit - Corporation,07/01/1982,5,0.89915,3.78068,0,38,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,6,0
675837,77833,For profit - Corporation,09/01/2000,3,0.49608,3.73382,0,20,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,18,0
676152,77074,Non profit - Corporation,07/15/2007,1,0.52277,4.35396,13305,13,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,27,5
515192,25510,For profit - Limited Liability company,06/04/2012,2,0.57804,3.91375,0,8,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,47,0
425310,29154,For profit - Corporation,06/21/1991,1,0.47114,2.76019,52045,29,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,27,10
515037,26062,For profit - Corporation,05/21/1970,2,0.65675,4.30009,0,50,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,31,0
315303,07960,For profit - Limited Liability company,09/01/1991,4,0.44827,3.03817,0,29,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,9,0
315357,07009,For profit - Limited Liability company,11/01/1996,5,0.95615,3.84974,0,24,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,4,0
396081,16506,Non profit - Corporation,01/04/2002,5,1.1734,3.55832,0,19,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,12,0
335554,14620,For profit - Corporation,10/01/1976,2,0.43311,3.61344,0,44,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,31,0
345468,28403,For profit - Corporation,11/18/1994,2,0.44318,3.41943,0,26,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,26,0
285137,68104,For profit - Corporation,11/29/1993,1,0.54885,3.32402,9750,27,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,37,4
285224,69336,For profit - Corporation,04/01/1998,3,0.75231,3.70106,0,22,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,27,0
675233,77087,For profit - Partnership,12/22/1993,2,0.2064,3.05253,0,27,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,15,5
365435,43138,For profit - Corporation,01/09/1980,1,0.17646,3.10872,0,41,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,98,4
365997,44870,Non profit - Church related,04/21/1995,4,0.55541,3.60805,0,25,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,13,1
525710,54848,For profit - Corporation,04/05/2013,5,0.67089,4.39581,0,7,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,5,0
335261,10589,For profit - Corporation,07/01/1970,4,0.4509,2.99199,0,50,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,10,0
395706,18702,For profit - Corporation,10/18/1985,2,0.63744,3.20944,0,35,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,34,1
676111,77063,For profit - Individual,08/28/2006,5,1.08066,4.82739,10805,14,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,11,1
675534,79096,For profit - Corporation,08/11/1995,5,0.47957,3.35408,0,25,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,9,0
425170,29135,For profit - Corporation,01/26/1989,4,0.22749,3.32368,0,31,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,10,0
366247,45895,For profit - Corporation,08/05/2002,2,0.75892,3.29381,0,18,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,37,1
395771,17584,Non profit - Corporation,01/01/1989,5,0.75423,4.46295,0,32,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,5,0
335844,10595,Non profit - Corporation,04/15/2003,2,2.12512,4.91163,0,17,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,7,3
525638,54901,Government - County,11/01/1997,5,1.21381,4.5845,0,23,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,4,0
505526,98374,For profit - Corporation,06/24/2015,4,0.78527,5.12133,0,5,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,24,0
395575,17578,For profit - Corporation,07/01/1983,3,0.75993,3.41519,0,37,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,24,0
366028,43338,For profit - Corporation,11/01/1995,1,0.31055,2.78293,0,25,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,36,1
555856,94010,For profit - Limited Liability company,12/22/2008,4,1.07441,5.00067,0,12,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,17,0
445017,37804,Non profit - Corporation,01/01/1967,2,0.65803,3.88908,1258368,54,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,22,12
395644,18452,For profit - Corporation,05/01/1984,3,0.88038,3.36712,9168,36,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,24,1
365800,44024,For profit - Corporation,08/24/1990,4,0.52301,3.51762,0,30,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,7,0
375496,73048,For profit - Corporation,01/10/2006,5,0.23935,3.45046,0,15,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,4,0
365652,45241,Non profit - Corporation,02/22/1985,4,0.34533,3.27048,0,35,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,14,0
495188,24522,For profit - Partnership,04/07/1989,5,0.63839,3.15841,0,31,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,24,0
675272,75150,Government - Hospital district,03/01/1994,3,0.15782,3.37552,0,26,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,10,0
676409,76711,For profit - Corporation,11/02/2016,1,0.48102,3.22725,0,4,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,13,3
505421,99362,Non profit - Corporation,01/01/1992,5,0.96754,3.86385,49774,29,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,41,5
365672,44446,For profit - Corporation,03/31/1986,3,0.28206,3.00959,0,34,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,19,0
366370,44833,For profit - Corporation,01/13/2009,5,0.72577,3.35873,0,12,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,14,1
525125,53140,For profit - Corporation,01/09/1967,1,0.21751,1.68556,16900,54,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,26,2
365026,43209,Non profit - Corporation,01/01/1967,5,1.29052,4.35502,0,54,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,30,0
395276,18235,Non profit - Corporation,01/08/1970,3,0.76516,4.09913,0,51,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,24,0
555433,96122,Government - Hospital district,09/11/1990,1,0.51059,4.77348,0,30,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,70,0
335756,11787,For profit - Corporation,02/26/1992,5,0.61479,3.48829,0,28,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,5,0
455856,75790,For profit - Limited Liability company,12/07/1989,3,0.3025,3.42067,0,31,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,16,0
366208,45011,For profit - Corporation,11/04/2000,2,0.36197,3.5696,0,20,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,15,0
345373,28461,For profit - Corporation,05/31/1991,1,0.26955,2.79008,8128,29,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,9,1
366047,44041,For profit - Corporation,03/01/1996,5,0.78407,3.96024,0,24,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,5,0
385272,97224,For profit - Corporation,04/01/2006,1,0.63288,4.02646,45195,14,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,61,3
535056,82901,For profit - Corporation,08/18/2015,5,0.50433,4.15818,0,5,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,27,1
395193,19010,For profit - Corporation,03/29/1967,2,0.69433,3.14665,0,53,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,27,1
495108,23320,For profit - Partnership,01/01/1978,2,0.35191,3.21563,78559,43,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,43,3
345138,28645,For profit - Corporation,02/01/1977,2,0.1698,2.42869,0,43,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,12,0
675792,76063,For profit - Corporation,06/09/1999,3,0.27842,3.05094,0,21,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,14,0
555753,92866,For profit - Partnership,02/23/2000,4,3.29114,8.8754,0,20,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,62,0
375563,74578,For profit - Corporation,03/23/2015,5,0.29792,3.57844,0,5,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,7,0
535031,82501,For profit - Limited Liability company,09/22/1988,4,0.72228,3.72985,0,32,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,29,1
675110,77954,Government - County,02/18/1993,3,0.3161,3.01032,0,27,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,14,0
385206,97321,Non profit - Corporation,08/11/1989,5,0.98007,6.93118,0,31,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,25,1
335133,11354,For profit - Partnership,01/01/1967,5,0.8344,3.10391,0,54,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,3,0
365844,44202,For profit - Corporation,08/09/1991,4,0.37999,3.17009,13627,29,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,9,1
425400,29229,For profit - Corporation,11/03/2010,2,0.68663,3.68031,99267,10,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,59,8
375398,73009,For profit - Corporation,11/01/2001,4,0.2433,3.73671,0,19,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,13,0
